Data,Effectsize,T-Statistic,P-Value,0.05 significant,0.1 significant
"News, Discussion",0.19803536389424936,1.5594907361041888,0.12095475571271415,no,no
"News, Science/Education",-0.07857594389557192,-0.6857949537156859,0.4937348815328555,no,no
"News, Documentary",-0.7704671634941375,-6.952570778771837,3.4416710859457347e-10,yes,yes
"Discussion, Science/Education",-0.27328427009213374,-3.1284401550443928,0.001857939101621241,yes,yes
"Discussion, Documentary",-1.0823402509683264,-15.750813027028599,3.446276662049964e-40,yes,yes
"Science/Education, Documentary",-0.6470227130058466,-9.549031314707896,2.647536952518347e-19,yes,yes
