Data,Effectsize,T-Statistic,P-Value,0.05 significant,0.1 significant
"News, Discussion",0.5457322792250611,4.262839018178267,3.590328401278745e-05,yes,yes
"News, Science/Education",-0.4874298513235755,-4.034182208531283,8.733131103885017e-05,yes,yes
"News, Documentary",-0.913589087540133,-7.815342413326113,5.453844389716426e-12,yes,yes
"Discussion, Science/Education",-1.1468240875587508,-12.979382733949905,2.0771939669246528e-33,yes,yes
"Discussion, Documentary",-1.7174088764141182,-23.981504367897365,4.303132875427989e-68,yes,yes
"Science/Education, Documentary",-0.42267771475306204,-6.369843829810482,5.989948905071104e-10,yes,yes
