Data,Effectsize,T-Statistic,P-Value,0.05 significant,0.1 significant
"Dialog, Monolog",1.0445212789018599,13.323384954848855,1.1538529362221909e-34,yes,yes
"Dialog, Cooperative Monolog",0.7725324153077434,10.633366126787678,4.920505081005405e-23,yes,yes
"Dialog, Speech",1.9007265539800424,24.753753217449173,2.7532971363112283e-77,yes,yes
"Monolog, Cooperative Monolog",-0.48574547637802395,-7.769959539086779,6.779674204001225e-14,yes,yes
"Monolog, Speech",1.450975938692115,19.661088174606835,7.020630629376636e-58,yes,yes
"Cooperative Monolog, Speech",2.253111788491596,73.10045170043894,0.0,yes,yes
