Data,Effectsize,T-Statistic,P-Value
"Monolog, Dialog",0.6594090774235686,0.8076078857235748,0.4822786701873582
"Monolog, Cooperative Monolog",-0.995769867509367,-1.2195640383183797,0.33617858830811753
"Dialog, Cooperative Monolog",-1.187649606199902,-1.4545677642035704,0.28034318471647807
