Data,Effectsize,T-Statistic,P-Value
"Monolog, Dialog",0.6745318766902583,0.8261294565665375,0.4716613361976735
"Monolog, Cooperative Monolog",-1.0876161851376718,-1.3320523447898485,0.3016708758032617
"Monolog, Speech",1.4661894044968515,1.795707953646207,0.21438354072800278
"Dialog, Cooperative Monolog",-1.2996709843027434,-1.5917653725212433,0.24897627143535359
"Dialog, Speech",1.4941679478721683,1.829974531154133,0.20874460936839737
"Cooperative Monolog, Speech",1.4891820426748497,1.8238680693344727,0.20973514092485665
