Data,Effectsize,T-Statistic,P-Value,0.05 significant,0.1 significant
"Dialog, Monolog",1.1472406517897373,14.636803467616813,3.77710446169146e-40,yes,yes
"Dialog, Cooperative Monolog",0.8972082886736673,12.242162101573008,7.754671902402998e-29,yes,yes
"Dialog, Speech",1.9082880713046924,24.764028131374623,3.0560124035066775e-77,yes,yes
"Monolog, Cooperative Monolog",-0.4768935621898488,-7.597894762313308,2.203529022926956e-13,yes,yes
"Monolog, Speech",1.3469843855800052,18.13443234199649,1.0638079592305431e-51,yes,yes
"Cooperative Monolog, Speech",2.153169523671425,69.89046267303056,0.0,yes,yes
