names,Begin,Middle,End
Dialog,21.953666147264414,70.70888495041889,7.337448902316693
Monolog,24.954061601975148,67.56789573804994,7.478042659974906
Cooperative-Monolog,17.489517203542597,73.11329257778823,9.397190218669175
