names,Begin,Middle,End
Spotify,18.95610926995821,72.18847836112249,8.855412368919302
NYTimes,18.87243611617628,72.06768436570023,9.059879518123488
Gigaword,16.620206711133044,74.7489660937327,8.630827195134252
