names,Begin,Middle,End
Spotify,14.382356058284186,69.96100161263989,15.656642329075925
TED,14.924642564429469,69.8396662416902,15.235691193880339
NYTimes,14.120092037835864,71.16600381520276,14.713904146961372
Gigaword,13.54026685969156,71.22105456765317,15.238678572655276
