Data,Temporal,Contingency,Comparison,Expansion
Spotify,1.5438222377915793,1.6744878359184374,0.9701018530199398,3.900170301428083
TED,1.2014103248860344,2.0557454778838724,0.7741457254863152,4.491966261256476
NYTimes,1.0942344541406184,1.2519331979278703,0.6473772678787654,3.3228552238154387
Gigaword,1.1007168906669305,1.194221014769059,0.5870168382891892,3.0132805969910246
