Data,and,for,so,but,with,if,as,or,because,when,then,next,also,still,once,before,after
News,0.00426829268292683,0.0015004355400696865,0.0013545296167247387,0.0009995644599303135,0.0008318815331010453,0.000740418118466899,0.0005270034843205575,0.00047038327526132404,0.00038763066202090595,0.00027874564459930314,0.00026567944250871083,0.00022430313588850176,0.0002025261324041812,0.00012630662020905923,0.00010452961672473868,0.0,0.0
Discussion,0.003962499633403611,0.0011004874451792923,0.0012480570391394598,0.0010120387926479619,0.0007452962773824227,0.0005102090693386229,0.0005018297233093389,0.0004725020122068451,0.0006377613366732786,0.00040965691698721543,0.0002676735537132374,0.0001601386130040933,0.0001494316708555638,0.0001489661516317147,0.0,8.844865253133061e-05,0.0
Science/Education,0.004462980620801014,0.0015539150462691013,0.0013599318053282552,0.0009050274445303556,0.0008380895656141482,0.0006222490580884181,0.0005887801186303144,0.0005607754958184317,0.00029302398015360195,0.0003449349882927016,0.0002028627554909552,0.0003121490884153755,0.00021720658668728535,0.00012158104537841759,0.0,0.0,0.00010996937250519793
Documentary,0.004401097860360779,0.0014121562772131519,0.00031553897171586877,0.0008339081832375662,0.000987016211790546,0.0003826184792749713,0.0008730947430206804,0.0004967673362060543,0.0,0.00026877280655884474,0.00015591248254132647,0.00026975815525745304,0.00015773158783106484,0.00015864114047593403,0.0,0.00012369915970220942,0.00024830787204928805
Presentation,0.004922214314855807,0.0010767116416323327,0.0010371748095561737,0.0008785423667475353,0.0008273627865753293,0.0005523028628062225,0.0005940227101503904,0.00046231412231386034,0.00041792614519768173,0.0003919725192335773,0.00024085935123696923,0.00010526984736842361,0.00019162022908077107,0.00010041870232840408,0.0,8.950362598836016e-05,0.0
