Data,and,so,for,but,with,if,as,or,because,then,when,also,next,still,before,after
News,2.6445993031358883,0.9843205574912892,0.7785278745644599,0.6210801393728222,0.5468205574912892,0.3998257839721254,0.38153310104529614,0.36520034843205573,0.2663327526132404,0.2188588850174216,0.2066637630662021,0.14155052264808363,0.08536585365853659,0.07774390243902439,0.06816202090592334,0.0
Discussion,2.8152275062274836,0.9417453898467464,0.6250992137845829,0.7258375738255299,0.5088125116670755,0.3068702723613323,0.3171582472083976,0.2904839956818437,0.4414053280537246,0.22950097735761046,0.34541526409603845,0.09315039669220661,0.0,0.09920214660224501,0.07322617391146476,0.06326406252109384
Science/Education,2.7900800795604503,0.9059836999434443,0.724431779372751,0.5735483359789733,0.5352981194554262,0.32580988003092803,0.3908352481209581,0.3826387731516266,0.24773845594804528,0.2204168727169402,0.278611844999194,0.12253730079150627,0.07499774596938344,0.07861785574750485,0.0,0.09521571756040119
Documentary,2.5570177709153716,0.23781769821179677,0.8136251592569834,0.5982279337412121,0.6277732354887129,0.20140527399553365,0.5835386585265747,0.2654226209835766,0.0,0.12363852285921816,0.2403113883798131,0.11774158987831626,0.08898456708970214,0.09539691323602989,0.10561422128006043,0.18920968894891263
Presentation,3.226617844742984,0.7159319850060809,0.6286356300109296,0.5684571757894875,0.5383800765413664,0.32427479020010486,0.386927328391957,0.3004314123284089,0.2592694466638433,0.18754526724715467,0.2899529390419668,0.12479570615450218,0.0,0.057097977121029764,0.06187635498544899,0.06425341605505856
