Data,and,for,with,but,so,or,as,if,because,then,when,also,next,still,before,after,while
"Δ (News, Discussion)",118.55721649484536,17.86846298031865,18.490206185567008,29.519681349578256,21.605857544517335,9.582099343955013,9.746954076850985,8.397328959700094,24.57666354264292,8.874414245548266,17.511527647610123,1.9493439550140588,2.814432989690722,4.068041237113402,3.240721649484536,4.681818181818182,0.0
"Δ (News, Science/Education)",11.462011015393301,1.08060302217201,0.12787741844372036,0.23792543426069557,1.3692981217342197,1.8372051970060728,1.1351857082333012,1.8729699195028946,0.1832368309560799,0.547203784776161,2.839111707385962,0.3838440898178219,2.814432989690722,0.018041237113401998,0.19757096455302925,3.48972602739726,0.0
"Δ (News, Documentary)",26.759034258306016,8.637870586058515,9.180979310279387,6.467784098187217,7.827228260611726,0.7578956357546449,13.538193670207468,3.857515620478127,10.505154639175258,2.2933471233175666,3.725174470184694,0.33143879192147274,2.814432989690722,1.3237246241359513,2.6304363296502062,8.531063046479522,4.069949378739071
"Δ (Discussion, Science/Education)",107.09520547945206,18.94906600249066,18.362328767123287,29.28175591531756,22.975155666251553,7.7448941469489405,8.611768368617684,10.270298879202988,24.759900373599002,8.327210460772104,14.67241594022416,2.3331880448318807,0.0,4.05,3.043150684931507,1.1920921544209215,0.0
"Δ (Discussion, Documentary)",91.79818223653935,9.230592394260135,9.30922687528762,23.05189725139104,29.43308580512906,10.339994979709658,3.791239593356483,12.25484458017822,35.08181818181818,11.167761368865833,13.786353177425429,2.2807827469355315,0.0,2.7443166129774506,0.6102853198343299,3.8492448646613404,4.069949378739071
"Δ (Science/Education, Documentary)",15.297023242912715,9.718473608230525,9.053101891835666,6.229858663926521,6.457930138877506,2.5951008327607177,12.403007961974167,1.9845457009752323,10.321917808219178,2.8405509080937277,0.8860627627987316,0.05240529789634918,0.0,1.3056833870225493,2.432865365097177,5.0413370190822615,4.069949378739071
