Data,and,for,with,or,as,so,but,next,then,if,yet,before,when,because,also,though,else,still,later,after,instead
"Δ (News, Discussion)",9.020056232427365,4.179990627928772,3.1876757263355198,0.8508434864104966,1.039831302717901,1.9508434864104967,1.3115276476101219,0.03987816307403946,0.5626054358013122,0.16269915651358957,0.41237113402061853,0.3711340206185567,0.9028116213683224,1.016776007497657,0.28865979381443296,0.8909090909090909,0.8681818181818182,0.7227272727272728,0.0,0.0,0.0
"Δ (News, Science/Education)",1.777715012003954,0.4057689591865552,0.26768817963564473,0.07400084733794676,0.32629572094336945,0.40619262815986446,0.017193899166784377,0.0606199689309419,0.0606199689309419,0.5463917525773195,0.04935743539048154,0.3711340206185567,0.12890128512921906,0.31958762886597936,0.28865979381443296,0.4897260273972603,0.0,0.3561643835616438,0.5445205479452054,0.523972602739726,0.0
"Δ (News, Documentary)",4.893980007685702,2.244775382980439,1.4672954393422555,0.6100881958051247,1.3599375655301,0.8802216518566665,0.25669770994539365,0.23270123967530287,0.7010309278350515,0.5463917525773195,0.1113288199600534,0.2547288417836522,0.34419136449680005,0.31958762886597936,0.28865979381443296,0.9291302346985734,0.0,0.0,0.9088817303267372,1.0069028992176714,0.48918545789231477
"Δ (Discussion, Science/Education)",7.242341220423411,3.774221668742217,2.919987546699875,0.9248443337484433,1.3661270236612704,2.357036114570361,1.2943337484433375,0.10049813200498137,0.6232254047322541,0.7090909090909091,0.363013698630137,0.0,0.7739103362391033,1.3363636363636364,0.0,0.4011830635118306,0.8681818181818182,0.36656288916562896,0.5445205479452054,0.523972602739726,0.0
"Δ (Discussion, Documentary)",4.126076224741663,1.935215244948333,1.7203802869932643,1.4609316822156213,0.3201062628121991,2.831065138267163,1.0548299376647283,0.1928230766012634,1.2636363636363637,0.7090909090909091,0.5236999539806719,0.6258628624022089,0.5586202568715224,1.3363636363636364,0.0,0.03822114378948249,0.8681818181818182,0.7227272727272728,0.9088817303267372,1.0069028992176714,0.48918545789231477
"Δ (Science/Education, Documentary)",3.116264995681748,1.839006423793884,1.1996072597066108,0.536087348467178,1.6862332864734695,0.474029023696802,0.23950381077860927,0.2933212086062448,0.6404109589041096,0.0,0.16068625535053493,0.6258628624022089,0.215290079367581,0.0,0.0,0.4394042073013131,0.0,0.3561643835616438,0.3643611823815318,0.4829302964779454,0.48918545789231477
