Data,so,and,but,if,for,when,then,with,also,as,because,or,once,anyway,still,before,in fact,next,however,after
News,31.15463917525773,20.195876288659793,8.896907216494846,7.474226804123711,3.804123711340206,2.443298969072165,2.443298969072165,2.3917525773195876,2.329896907216495,2.2577319587628866,1.7835051546391754,1.1443298969072164,0.8762886597938144,0.8556701030927835,0.7731958762886598,0.0,0.0,0.0,0.0,0.0
Discussion,52.95454545454545,42.30909090909091,19.536363636363635,9.95,5.9363636363636365,7.972727272727273,5.054545454545455,4.509090909090909,2.6636363636363636,4.377272727272727,6.681818181818182,1.7863636363636364,0.0,0.9954545454545455,2.1636363636363636,0.9272727272727272,0.0,0.0,0.0,0.0
Science/Education,31.756849315068493,21.65068493150685,7.9965753424657535,6.97945205479452,3.9452054794520546,3.660958904109589,2.6472602739726026,2.9486301369863015,2.2226027397260273,2.982876712328767,1.7705479452054795,1.2773972602739727,0.0,0.0,0.8356164383561644,0.0,0.8767123287671232,0.7705479452054794,0.0,0.0
Documentary,7.703175333640129,18.595490105844455,9.091578462954441,4.7924528301886795,5.464795213989876,3.180855959502991,2.16428900138058,3.9719282098481363,3.149562816382881,4.72710538426139,0.0,1.3387022549470777,1.3548090197883111,0.0,1.2508053382420616,0.0,0.0,0.0,2.3359410952600093,1.9498389323515877
