Data,and,for,with,but,so,or,as,if,because,then,when,also,next,still,before,after,while
News,0.020298344947735192,0.00602787456445993,0.00436411149825784,0.004124564459930313,0.0029224738675958186,0.002859320557491289,0.002857142857142857,0.002304006968641115,0.002219076655052265,0.001524390243902439,0.0014743031358885018,0.0008623693379790941,0.0005945121951219512,0.0005770905923344948,0.0004878048780487805,0.0,0.0
Discussion,0.02198321430782645,0.004752485756275548,0.004009517075012371,0.005022952425331881,0.0036296533883514986,0.0023676307724965658,0.002383458426107435,0.001977060143687164,0.003592877369667419,0.0016479380524258439,0.0025082175780989963,0.0006177440100477669,0.0,0.0006964167588782663,0.0005683989723197614,0.0004794848005645817,0.0
Science/Education,0.02145154107390215,0.005475928319094235,0.004146050255320196,0.003941821420667685,0.002486264074030562,0.0030661646781107673,0.0029240924453090207,0.0018018584140913798,0.0020586812964637673,0.0015484507296228802,0.0019582744780894563,0.0007376827472398371,0.0,0.0005484807833644344,0.0004999849731292229,0.0006960173328124018,0.0
Documentary,0.02023428711802863,0.0061227294249906715,0.0049149193086581305,0.004281264299399263,0.0009895174815639364,0.0021046290241735596,0.004457565920396408,0.0011611197472292563,0.0,0.0008108661829008802,0.0017630920060251799,0.0006178136340273953,0.0,0.0006679906216026788,0.0008135948408354878,0.0014051072442154157,0.0006703402992685908
