names,Begin,Middle,End
News,14.745301556910364,69.56718899581801,15.687509447271628
Discussion,14.901631111208157,70.61106622704544,14.487302661746403
Science/Education,14.203825690397771,69.87347985812009,15.922694451482139
Documentary,14.299300474943712,69.87277543202309,15.827924093033204
Presentation,14.924642564429469,69.8396662416902,15.235691193880339
