names,Begin,Middle,End
News,23.731546329420063,68.59726910868142,7.6711845618985235
Discussion,21.5832914819748,71.19844094591349,7.21826757211171
Science/Education,23.742715986825438,68.37946541677223,7.877818596402331
Documentary,17.73829780326598,72.95714048365197,9.304561713082053
