Data,Effectsize,T-Statistic,P-Value
"News, Discussion",-1.0778197213654706,-1.3200541760270719,0.30902600274528097
"News, Science/Education",-0.9824582340306809,-1.203260683485514,0.33421658446733865
"News, Documentary",-1.3110267540206066,-1.6056732932439,0.24927734437161375
"Discussion, Science/Education",0.3665581755528424,0.44894024557500156,0.680449230049766
"Discussion, Documentary",-1.1091099443196875,-1.358376716114948,0.30105695784617204
"Science/Education, Documentary",-1.1919363989180076,-1.4598179915997886,0.27900674783134544
