names,Min,Mean,Mode,Max
News,5.130168453292496,8.629907585113349,7.873799725651578,11.019283746556473
Discussion,5.769230769230767,8.464564689296676,6.806150743634987,11.764705882352946
Science/Education,4.220779220779221,8.634567050387686,10.134963076139547,13.0718954248366
Documentary,3.2,7.876271291898967,7.391091532060696,11.428571428571427
Presentation,4.66321243523316,8.559529530202111,9.090909090909092,17.985611510791365
