Data,Effectsize,T-Statistic,P-Value
"News, Discussion",-0.11934000012058095,-0.16877224670413235,0.8718186782550456
"News, Science/Education",0.05414940294567569,0.07657882004018018,0.9414756723677248
"News, Documentary",0.001731613952510887,0.0024488719364353768,0.9981254751687576
"Discussion, Science/Education",0.17076373574820677,0.24149639105660933,0.8180750716339933
"Discussion, Documentary",0.12081001298318912,0.1708511588312957,0.8702552271724471
"Science/Education, Documentary",-0.052298819330226044,-0.07396169959290586,0.9434719214322556
