names,Min,Mean,Mode,Max
News,44.51038575667656,64.91128586782864,73.91304347826087,89.2857142857143
Discussion,40.2027027027027,60.453498313620145,66.66666666666667,100.0
Science/Education,36.0,69.1342607485939,70.0,91.11111111111113
Documentary,40.14598540145985,72.29350029071779,75.0,100.0
