Data,Effectsize,T-Statistic,P-Value
"News, Discussion",-0.372244113552824,-0.5264326738999543,0.6201456255294769
"News, Science/Education",0.018097351598176586,0.025593520073175738,0.9804130829369109
"News, Documentary",-0.2251722274428508,-0.3184416179194388,0.7615619534602733
"Discussion, Science/Education",0.391241192507941,0.5532986006037532,0.6034457720821644
"Discussion, Documentary",0.15440524117271112,0.21836198616793673,0.8345527887318043
"Science/Education, Documentary",-0.2444917837011831,-0.3457635963990024,0.7422427581659065
