Data,Effectsize,T-Statistic,P-Value
"News, Discussion",0.060249379073336065,0.08520548901006961,0.9350747867732533
"News, Science/Education",0.07649751766702276,0.10818382697257903,0.9175059878586844
"News, Documentary",-0.16977972087478377,-0.24010478387703774,0.8187871797821338
"Discussion, Science/Education",0.011307526362596685,0.015991257138875545,0.9877636247252595
"Discussion, Documentary",-0.20369035778245081,-0.2880616665005701,0.782992499738465
"Science/Education, Documentary",-0.2238098957735757,-0.31651498999629957,0.7623927979473918
