Data,Effectsize,T-Statistic,P-Value,0.05 significant,0.1 significant
"Dialog, Monolog",-0.21539337038082582,-2.7367493190804417,0.006376464799410369,yes,yes
"Dialog, Cooperative Monolog",0.753813094467629,11.387517281924092,4.9845375324282233e-26,yes,yes
"Dialog, Speech",-0.04235537665270857,-0.7688655132341512,0.4423327187216529,no,no
"Monolog, Cooperative Monolog",0.9921138787965234,14.743531530120432,6.208627590837356e-39,yes,yes
"Monolog, Speech",0.15018696828791786,2.6790010833679445,0.0076370449672734635,yes,yes
"Cooperative Monolog, Speech",-0.6968915332659931,-22.1418504287912,5.266189266097102e-101,yes,yes
