Data,Effectsize,T-Statistic,P-Value,0.05 significant,0.1 significant
"Dialog, Monolog",1.137171325826465,14.508442772883969,1.3918891420927427e-39,yes,yes
"Dialog, Cooperative Monolog",0.8860610953843261,12.094203503795113,2.74202589548998e-28,yes,yes
"Dialog, Speech",1.9049888634696783,24.726590829362305,4.179651138299523e-77,yes,yes
"Monolog, Cooperative Monolog",-0.4769853339494543,-7.611767490236153,1.99937967305107e-13,yes,yes
"Monolog, Speech",1.365181914109765,18.399937401189327,8.991285434780927e-53,yes,yes
"Cooperative Monolog, Speech",2.1646409918471146,70.25923977671056,0.0,yes,yes
