Data,Temporal,Contingency,Comparison,Expansion
Dialog,0.01204149347334646,0.024090076731730636,0.009600581767503667,0.03941717915684225
Monolog,0.01258219438995475,0.025427126017750785,0.008109253121339746,0.04184143914500034
Cooperative-Monolog,0.016529245991833454,0.014112712683268377,0.00989740529494398,0.03859708181642611
Speech,0.012014103248860345,0.020557454778838722,0.007741457254863152,0.044919662612564755
