Data,Temporal,Contingency,Comparison,Expansion
Dialog,1.2041493473346458,2.409007673173064,0.9600581767503666,3.941717915684225
Monolog,1.258219438995475,2.5427126017750785,0.8109253121339747,4.184143914500034
Cooperative-Monolog,1.6529245991833452,1.4112712683268378,0.9897405294943981,3.8597081816426115
Speech,1.2014103248860344,2.0557454778838724,0.7741457254863152,4.491966261256476
