Data,Temporal,Contingency,Comparison,Expansion
Dialog,14.14161839397652,28.291563083584112,11.274993755278278,46.29182476716109
Monolog,14.304448132108309,28.907597037276886,9.219249605374994,47.56870522523981
Cooperative-Monolog,20.88702092640489,17.83339211536954,12.50675993416412,48.77282702406145
Speech,14.095653856661507,24.119217284400328,9.082733812949641,52.702395045988524
