Data,Effectsize,T-Statistic,P-Value,0.05 significant,0.1 significant
"Dialog, Monolog",-0.08504816834098737,-1.0794021406929943,0.28083274216615955,no,no
"Dialog, Cooperative Monolog",-1.0174154805013742,-17.110444645560225,1.8335390700387515e-50,yes,yes
"Monolog, Cooperative Monolog",-0.8250352737999862,-12.817694255410661,1.4975567061398229e-31,yes,yes
