Data,Effectsize,T-Statistic,P-Value,0.05 significant,0.1 significant
"Dialog, Monolog",-0.5624192622250275,-7.140878703806525,2.5738686236648314e-12,yes,yes
"Dialog, Cooperative Monolog",-0.5842849209756614,-9.272879749578076,1.148688275407542e-18,yes,yes
"Dialog, Speech",-0.16528588609972655,-3.110711107070792,0.0019645360774619334,yes,yes
"Monolog, Cooperative Monolog",0.06442177590851336,0.9711419041496436,0.33211040695611793,no,no
"Monolog, Speech",0.3267558645908454,5.762646649258291,1.496893049997342e-08,yes,yes
"Cooperative Monolog, Speech",0.30613271897343575,9.737846477889518,4.13325169585998e-22,yes,yes
