Data,Effectsize,T-Statistic,P-Value,0.05 significant,0.1 significant
"Dialog, Monolog",0.21821975646692343,2.77037445428226,0.005765733972944245,yes,yes
"Dialog, Cooperative Monolog",0.3441685046920154,6.031307930706075,3.3537269760155814e-09,yes,yes
"Dialog, Speech",-0.0025137218420925042,-0.05047314753095769,0.9597613822235131,no,no
"Monolog, Cooperative Monolog",0.11127486211104297,1.8213590672189042,0.06928284463286842,no,no
"Monolog, Speech",-0.17366371021422597,-3.2386381751862308,0.001277123170942812,yes,yes
"Cooperative Monolog, Speech",-0.26967728845857863,-8.594713307256166,1.2334676347852494e-17,yes,yes
