Data,Temporal,Contingency,Comparison,Expansion
News,0.0118205574912892,0.02552700348432056,0.008682491289198607,0.04041158536585366
Discussion,0.012269224663767102,0.024347120926532222,0.009751696701191123,0.03890949328698003
Science/Education,0.013196324700623752,0.023355172385529397,0.008527749166008671,0.04119138495837557
Documentary,0.01632889544912156,0.014467874941665463,0.009858413729575901,0.03872465863162807
Speech,0.012014103248860345,0.020557454778838722,0.007741457254863152,0.044919662612564755
