Data,Effectsize,T-Statistic,P-Value,0.05 significant,0.1 significant
"Dialog, Monolog",-0.03606863035967539,-0.45962846737041824,0.6459669442343046,no,no
"Dialog, Cooperative-Monolog",-0.11082603007335115,-1.9586808395772144,0.05074834154381416,no,no
"Dialog, Speech",-0.11128308937532913,-2.055926411451366,0.04028608175928646,no,no
"Monolog, Cooperative-Monolog",-0.09717684204649739,-2.100091087603432,0.036078380582436544,no,no
"Monolog, Speech",-0.09756340674126791,-2.1926507644582287,0.02859957669129711,no,no
"Cooperative-Monolog, Speech",-0.008073184378558524,-0.2582826555945845,0.796202197438654,no,no
