Data,Effectsize,T-Statistic,P-Value
"Monolog, Dialog",0.0532380632322718,0.0752899910575552,0.9424620053545862
"Monolog, Cooperative Monolog",-0.19532412214007575,-0.27623002258911394,0.7916401493529627
"Dialog, Cooperative Monolog",-0.25964812662457243,-0.36719790211723696,0.7262106387682568
