names,Min,Mean,Mode,Max
Dialog,4.883907125700562,8.511391349739378,10.083932853717029,11.764705882352946
Monolog,4.220779220779221,8.731506872855764,8.51063829787234,11.019283746556473
Cooperative-Monolog,3.2,7.849794335021142,7.391091532060696,13.0718954248366
Speech,4.66321243523316,8.559529530202111,9.090909090909092,17.985611510791365
