Data,Effectsize,T-Statistic,P-Value
"Monolog, Dialog",0.11992592273941598,0.16960086641819003,0.871195437475026
"Monolog, Cooperative Monolog",0.12084798573675046,0.17090486041438285,0.8702148407653346
"Dialog, Cooperative Monolog",0.0010861863956386408,0.0015360995319773142,0.9988241692928681
