Data,Effectsize,T-Statistic,P-Value
"Monolog, Dialog",0.5310756942967507,0.7510544495211727,0.4846282805303205
"Monolog, Cooperative Monolog",0.5482784374931672,0.7753828022595664,0.47547727012422125
"Dialog, Cooperative Monolog",-0.01894053095687208,-0.02678595575775595,0.979535725368871
