names,Min,Mean,Mode,Max
Dialog,1.0,2.7820576458519475,1.0,39.0
Monolog,1.0,2.6998644986449865,1.0,31.0
Cooperative-Monolog,1.0,2.6358098494258244,1.0,31.0
