names,Min,Mean,Mode,Max
Spotify,7.0,501.9654924514738,486.0,1948.0
TED,5.0,177.20221886031266,190.0,612.0
NYTimes,1.0,43.22104375026905,2.0,1894.0
Gigaword,1.0,29.319148321651603,1.0,10460.0
