names,Min,Mean,Mode,Max
Spotify,3.2,8.028661525309461,8.0,13.0718954248366
TED,4.66321243523316,8.559529530202111,9.090909090909092,17.985611510791365
NYTimes,0.0,5.675526733669264,0.0,33.333333333333336
Gigaword,0.0,5.4286026975021535,0.0,100.0
